model,beta,bias,alpha,weights,num_manipulated,num_improved,improvement_rate
Strat-Imp-Aware (f*_imp),1.0,1.0512264966964722,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3554617464542389, 0.1529519408941269, 0.4751635491847992, -0.520422101020813, -0.019854901358485222, 0.6539811491966248, -0.09305156767368317, 0.054505445063114166]",431,95,0.22041763341067286
Optimal Linear classifier (f*),2.0,0.7634814381599426,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3911244869232178, 0.13358740508556366, 0.5264160633087158, 0.18451324105262756, 0.5553867816925049, -0.11504797637462616, -0.10792288184165955, 0.018285425379872322]",1308,219,0.16743119266055045
Strategic (f*_s),2.0,-0.31655335426330566,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4022245407104492, 0.1991281807422638, 0.53614741563797, 0.018137795850634575, 0.5278744101524353, 0.0868418961763382, -0.10636048763990402, 0.011955644004046917]",1691,90,0.05322294500295683
Strat-Imp-Aware (f*_imp),2.0,0.5239353775978088,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.40929535031318665, 0.17019101977348328, 0.47580406069755554, -0.4421572983264923, 0.037533778697252274, 0.6102715134620667, -0.09598719328641891, 0.04311929643154144]",1438,256,0.1780250347705146
Optimal Linear classifier (f*),1.0,1.075549602508545,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0319402776658535, 0.00752029987052083, 0.09825725108385086, 0.05187409743666649, -0.03718333691358566, -0.05790949985384941, 0.001692297519184649, 0.0020895153284072876]",0,0,0
Strategic (f*_s),1.0,0.7485747337341309,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.10021978616714478, 0.038038406521081924, -0.30924949049949646, -0.22387050092220306, 0.5344986319541931, 0.1982092708349228, -0.01570672169327736, 0.0026961336843669415]",8,1,0.125
Strat-Imp-Aware (f*_imp),1.0,0.7872911095619202,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.11189818382263184, 0.039920106530189514, 0.18174797296524048, 0.5181211829185486, 0.0512675903737545, -0.5368318557739258, -0.03752407431602478, 0.005253211595118046]",25,2,0.08
Optimal Linear classifier (f*),1.0,1.0073210000991821,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.006066580768674612, 0.00106610672082752, 0.033939577639102936, -0.003028964390978217, -0.021734263747930527, 0.005986884701997042, -0.0015967042418196797, -0.0009975079447031021]",0,0,0
Strategic (f*_s),1.0,0.9904274344444275,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.006674463395029306, -0.0024744116235524416, 0.019817154854536057, -0.001018537674099207, -0.010223723948001862, 0.0016823351616039872, -0.00017959368415176868, -0.0005098056280985475]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.9740666151046753,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0022037397138774395, 0.002779171569272876, 0.036539021879434586, -0.004645253997296095, -0.021727627143263817, 0.005003900267183781, -0.00023816416796762496, -4.368409645394422e-05]",0,0,0
Optimal Linear classifier (f*),1.0,1.4773147106170654,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[0.17086683213710785, 0.0706036165356636, 1.0434825420379639, -0.12914103269577026, -0.463076114654541, 0.06450039148330688, -0.06559228897094727, 0.03308627009391785]",102,22,0.21568627450980393
Strategic (f*_s),1.0,0.8397400975227356,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[0.1799265295267105, 0.06591576337814331, 0.921937882900238, -0.1757902055978775, -0.420104444026947, 0.09044009447097778, -0.07012826204299927, 0.052979324012994766]",325,86,0.26461538461538464
Strat-Imp-Aware (f*_imp),1.0,0.912118136882782,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[0.2512246072292328, -0.005301822442561388, 0.7448582649230957, 0.02183510921895504, -0.37897518277168274, 0.1448361873626709, -0.04316767677664757, -0.11415952444076538]",331,108,0.32628398791540786
